knapsack,RHC,100,1,4,4,1110.2109032075114,3.0,2536.0739204784722
knapsack,RHC,100,1,8,4,1347.2473630830912,2.0,2536.0739204784722
knapsack,RHC,100,200,2,203,2118.2616950794786,3.0,2536.0739204784722
knapsack,RHC,100,100,6,103,1848.0731779923217,17.0,2536.0739204784722
knapsack,RHC,100,1,5,4,1416.0181201834368,3.0,2536.0739204784722
knapsack,RHC,100,1,7,4,1498.386389778792,15.0,2536.0739204784722
knapsack,RHC,100,50,5,53,1665.0478424658206,17.0,2536.0739204784722
knapsack,RHC,100,100,4,103,1508.082572023179,18.0,2536.0739204784722
knapsack,RHC,100,100,1,103,1591.5958737723292,16.0,2536.0739204784722
knapsack,RHC,100,50,7,53,1433.9783068739703,16.0,2536.0739204784722
knapsack,RHC,100,150,6,153,1943.1653118592662,4.0,2536.0739204784722
knapsack,RHC,100,200,6,203,2070.8517878512253,3.0,2536.0739204784722
knapsack,RHC,100,50,8,53,1515.6187471491091,9.0,2536.0739204784722
knapsack,RHC,100,200,8,203,2102.9773106955195,3.0,2536.0739204784722
knapsack,RHC,100,50,9,53,1535.5288804228758,15.0,2536.0739204784722
knapsack,RHC,100,300,1,303,2238.583788919174,5.0,2536.0739204784722
knapsack,RHC,100,1,9,4,1386.4654893111701,2.0,2536.0739204784722
knapsack,RHC,100,100,8,103,1657.9783904196802,14.0,2536.0739204784722
knapsack,RHC,100,50,2,53,1378.0262697939706,19.0,2536.0739204784722
knapsack,RHC,100,150,8,153,2106.37462444755,3.0,2536.0739204784722
knapsack,RHC,100,200,5,203,2023.512159209635,3.0,2536.0739204784722
knapsack,RHC,100,100,9,103,1841.361653065828,18.0,2536.0739204784722
knapsack,RHC,100,1,3,4,1268.621877557899,1.0,2536.0739204784722
knapsack,RHC,100,150,5,153,1849.137991165583,3.0,2536.0739204784722
knapsack,RHC,100,100,3,103,1645.3157321482931,18.0,2536.0739204784722
knapsack,RHC,100,50,3,53,1519.515562195363,11.0,2536.0739204784722
knapsack,RHC,100,300,6,303,2325.237180576679,2.0,2536.0739204784722
knapsack,RHC,100,150,4,153,2032.6557291951626,7.0,2536.0739204784722
knapsack,RHC,100,150,9,153,2227.200691875606,3.0,2536.0739204784722
knapsack,RHC,100,50,0,53,1757.5246589770907,12.0,2536.0739204784722
knapsack,RHC,100,200,3,203,2081.869359915891,2.0,2536.0739204784722
knapsack,RHC,100,100,2,103,1650.2317587125806,15.0,2536.0739204784722
knapsack,RHC,100,150,0,153,1925.4779237185285,10.0,2536.0739204784722
knapsack,RHC,100,200,0,203,2117.58279710663,3.0,2536.0739204784722
knapsack,RHC,100,50,1,53,1683.1899125892191,12.0,2536.0739204784722
knapsack,RHC,100,1,1,4,1267.779805421888,15.0,2536.0739204784722
knapsack,RHC,100,300,0,303,2147.1390227254433,6.0,2536.0739204784722
knapsack,RHC,100,150,7,153,2053.7851422571302,2.0,2536.0739204784722
knapsack,RHC,100,300,9,303,2365.055704379557,13.0,2536.0739204784722
knapsack,RHC,100,150,3,153,1892.2332327504437,9.0,2536.0739204784722
knapsack,RHC,100,200,9,203,1954.7763444525697,6.0,2536.0739204784722
knapsack,RHC,100,150,1,153,1936.2920386503927,9.0,2536.0739204784722
knapsack,RHC,100,50,6,53,1519.2029503663682,8.0,2536.0739204784722
knapsack,RHC,100,50,4,53,1623.570029606001,10.0,2536.0739204784722
knapsack,RHC,100,150,2,153,2016.6130530459805,9.0,2536.0739204784722
knapsack,RHC,100,300,4,303,2172.856882551524,3.0,2536.0739204784722
knapsack,RHC,100,1,2,4,1131.2757053326188,2.0,2536.0739204784722
knapsack,RHC,100,200,1,203,2041.0173513649668,3.0,2536.0739204784722
knapsack,RHC,100,100,7,103,1992.2667175227486,6.0,2536.0739204784722
knapsack,RHC,100,100,0,103,1627.334642440093,15.0,2536.0739204784722
knapsack,RHC,100,100,5,103,1639.2047787627873,17.0,2536.0739204784722
knapsack,RHC,100,1,0,4,1202.7470993334823,1.0,2536.0739204784722
knapsack,RHC,100,300,2,303,2314.6297974189433,3.0,2536.0739204784722
knapsack,RHC,100,300,5,303,2380.3679567619424,3.0,2536.0739204784722
knapsack,RHC,100,1,6,4,1478.6511821413005,2.0,2536.0739204784722
knapsack,RHC,100,300,3,303,2107.1143186123963,6.0,2536.0739204784722
knapsack,RHC,100,200,7,203,2042.7408130652677,2.0,2536.0739204784722
knapsack,RHC,100,200,4,203,1902.4243393168938,3.0,2536.0739204784722
knapsack,RHC,100,400,9,403,2416.885487212199,3.0,2536.0739204784722
knapsack,RHC,100,400,1,403,2270.3541537387673,27.0,2536.0739204784722
knapsack,RHC,100,400,7,403,2301.246134204077,4.0,2536.0739204784722
knapsack,RHC,100,500,0,503,2483.760954290913,11.0,2536.0739204784722
knapsack,RHC,100,500,8,503,2403.2984165031307,6.0,2536.0739204784722
knapsack,RHC,100,500,9,503,2161.2280117859605,8.0,2536.0739204784722
knapsack,RHC,100,500,7,503,2484.448437857338,8.0,2536.0739204784722
knapsack,RHC,100,500,6,503,2429.8217144302957,9.0,2536.0739204784722
knapsack,RHC,100,400,4,403,2311.504567023343,18.0,2536.0739204784722
knapsack,RHC,100,400,0,403,2367.9794955953626,30.0,2536.0739204784722
knapsack,RHC,100,300,8,303,2234.1359148812617,28.0,2536.0739204784722
knapsack,RHC,100,600,2,603,2525.7763894983163,21.0,2536.0739204784722
knapsack,RHC,100,400,5,403,2227.1608965992405,21.0,2536.0739204784722
knapsack,RHC,100,400,3,403,2372.1377159322665,21.0,2536.0739204784722
knapsack,RHC,100,400,8,403,2445.663789283153,5.0,2536.0739204784722
knapsack,RHC,100,400,6,403,2292.140115179267,20.0,2536.0739204784722
knapsack,RHC,100,300,7,303,2201.090514175984,37.0,2536.0739204784722
knapsack,RHC,100,400,2,403,2375.972544196289,31.0,2536.0739204784722
knapsack,RHC,100,600,6,603,2355.327070607087,58.0,2536.0739204784722
knapsack,RHC,100,700,7,703,2536.0739204784722,16.0,2536.0739204784722
knapsack,RHC,100,500,4,503,2313.188631181492,93.0,2536.0739204784722
knapsack,RHC,100,500,5,503,2463.850274563545,94.0,2536.0739204784722
knapsack,RHC,100,600,3,603,2536.0739204784722,107.0,2536.0739204784722
knapsack,RHC,100,500,1,503,2448.91949021115,100.0,2536.0739204784722
knapsack,RHC,100,600,0,603,2465.652240085718,26.0,2536.0739204784722
knapsack,RHC,100,500,3,503,2469.757637087124,81.0,2536.0739204784722
knapsack,RHC,100,600,8,603,2536.0739204784722,93.0,2536.0739204784722
knapsack,RHC,100,500,2,503,2334.3632645844023,93.0,2536.0739204784722
knapsack,RHC,100,700,1,703,2455.7394982377,67.0,2536.0739204784722
knapsack,RHC,100,700,8,703,2482.810377864664,16.0,2536.0739204784722
knapsack,RHC,100,600,9,603,2470.437833345805,63.0,2536.0739204784722
knapsack,RHC,100,600,5,603,2450.366212314461,127.0,2536.0739204784722
knapsack,RHC,100,600,4,603,2483.7825170382694,125.0,2536.0739204784722
knapsack,RHC,100,700,0,703,2464.6344433269674,100.0,2536.0739204784722
knapsack,RHC,100,700,4,703,2492.571276592987,77.0,2536.0739204784722
knapsack,RHC,100,600,1,603,2521.952169223792,78.0,2536.0739204784722
knapsack,SA55,100,1,5,4,1271.4415437614246,27.0,2545.7818031424817
knapsack,SA55,100,1,7,4,1391.877443906497,27.0,2545.7818031424817
knapsack,SA55,100,1,1,4,1282.887710577853,16.0,2545.7818031424817
knapsack,SA55,100,50,9,53,1304.7629355935237,19.0,2545.7818031424817
knapsack,SA55,100,50,3,53,1292.8768655022725,14.0,2545.7818031424817
knapsack,SA55,100,50,5,53,1198.4598677285223,19.0,2545.7818031424817
knapsack,SA55,100,1,9,4,1424.8505624654053,22.0,2545.7818031424817
knapsack,SA55,100,50,6,53,1290.6783393702265,25.0,2545.7818031424817
knapsack,SA55,100,50,1,53,1326.8147649611817,27.0,2545.7818031424817
knapsack,SA55,100,50,7,53,1205.626596840931,28.0,2545.7818031424817
knapsack,SA55,100,50,0,53,1427.0070095164458,28.0,2545.7818031424817
knapsack,SA55,100,1,3,4,1307.1797452836747,31.0,2545.7818031424817
knapsack,SA55,100,1,0,4,1206.9556598854304,30.0,2545.7818031424817
knapsack,SA55,100,50,8,53,1356.7692826310322,34.0,2545.7818031424817
knapsack,SA55,100,50,2,53,1447.6193025299247,4.0,2545.7818031424817
knapsack,SA55,100,1,2,4,1253.8005974576095,0.0,2545.7818031424817
knapsack,SA55,100,100,5,103,1599.7484318236475,3.0,2545.7818031424817
knapsack,SA55,100,100,6,103,1361.5899071036536,4.0,2545.7818031424817
knapsack,SA55,100,1,4,4,1252.4428646816382,0.0,2545.7818031424817
knapsack,SA55,100,1,6,4,916.0992290950993,0.0,2545.7818031424817
knapsack,SA55,100,50,4,53,1256.9592673826874,3.0,2545.7818031424817
knapsack,SA55,100,100,4,103,1371.562745512854,4.0,2545.7818031424817
knapsack,SA55,100,100,7,103,1454.432942997923,4.0,2545.7818031424817
knapsack,SA55,100,1,8,4,1389.1371523174646,0.0,2545.7818031424817
knapsack,SA55,100,100,1,103,1553.8412322664492,17.0,2545.7818031424817
knapsack,SA55,100,100,0,103,1825.3477605593728,16.0,2545.7818031424817
knapsack,SA55,100,100,8,103,1496.697630982348,15.0,2545.7818031424817
knapsack,SA55,100,150,2,153,1997.9634257552577,35.0,2545.7818031424817
knapsack,SA55,100,150,1,153,1872.3869323193271,38.0,2545.7818031424817
knapsack,SA55,100,100,9,103,1951.251803663028,37.0,2545.7818031424817
knapsack,SA55,100,100,2,103,1473.4547873483914,51.0,2545.7818031424817
knapsack,SA55,100,150,8,153,1942.874192504057,2.0,2545.7818031424817
knapsack,RHC,100,700,5,703,2491.977785959538,209.0,2536.0739204784722
knapsack,SA55,100,150,3,153,1890.266585344511,17.0,2545.7818031424817
knapsack,RHC,100,600,7,603,2411.3910071512746,247.0,2536.0739204784722
knapsack,RHC,100,800,0,803,2536.0739204784722,170.0,2536.0739204784722
knapsack,RHC,100,700,2,703,2487.764045774413,241.0,2536.0739204784722
knapsack,RHC,100,1000,3,1003,2518.6890939878162,143.0,2536.0739204784722
knapsack,SA55,100,200,3,203,2037.7410832863927,3.0,2545.7818031424817
knapsack,RHC,100,800,7,803,2536.0739204784722,169.0,2536.0739204784722
knapsack,SA55,100,150,5,153,1879.6423718017459,83.0,2545.7818031424817
knapsack,RHC,100,900,3,903,2495.2916373564217,180.0,2536.0739204784722
knapsack,SA55,100,100,3,103,1451.1121834797575,101.0,2545.7818031424817
knapsack,RHC,100,1000,2,1003,2534.033048330579,227.0,2536.0739204784722
knapsack,SA55,100,200,0,203,2169.8572724317237,4.0,2545.7818031424817
knapsack,SA55,100,150,9,153,1915.6728526643267,3.0,2545.7818031424817
knapsack,RHC,100,1000,5,1003,2489.3057448816717,242.0,2536.0739204784722
knapsack,RHC,100,1000,7,1003,2536.0739204784722,238.0,2536.0739204784722
knapsack,RHC,100,800,6,803,2523.871543555431,246.0,2536.0739204784722
knapsack,SA55,100,200,5,203,1799.5267843208792,20.0,2545.7818031424817
knapsack,SA55,100,150,7,153,1640.3703190030194,4.0,2545.7818031424817
knapsack,SA55,100,200,4,203,1933.3005137665461,6.0,2545.7818031424817
knapsack,SA55,100,200,2,203,1931.7315628359847,6.0,2545.7818031424817
knapsack,SA55,100,150,4,153,1838.695097179972,4.0,2545.7818031424817
knapsack,SA55,100,200,6,203,1823.7150991619887,6.0,2545.7818031424817
knapsack,SA55,100,150,6,153,1590.2317067887313,9.0,2545.7818031424817
knapsack,SA55,100,200,7,203,1807.3008914061868,10.0,2545.7818031424817
knapsack,SA55,100,200,1,203,1743.5468204395336,19.0,2545.7818031424817
knapsack,SA55,100,150,0,153,1889.6258552672848,16.0,2545.7818031424817
knapsack,RHC,100,900,5,903,2536.0739204784722,274.0,2536.0739204784722
knapsack,SA55,100,200,8,203,1846.311436468757,15.0,2545.7818031424817
knapsack,SA55,100,300,9,303,2332.015373861094,77.0,2545.7818031424817
knapsack,SA55,100,300,6,303,2231.4160043326337,62.0,2545.7818031424817
knapsack,SA55,100,300,4,303,2270.5383101714588,16.0,2545.7818031424817
knapsack,SA55,100,300,7,303,2166.1553197106045,86.0,2545.7818031424817
knapsack,RHC,100,1000,8,1003,2492.319822260843,340.0,2536.0739204784722
knapsack,SA55,100,300,2,303,2424.6698815926197,71.0,2545.7818031424817
knapsack,SA55,100,300,5,303,2334.5910799339385,95.0,2545.7818031424817
knapsack,SA55,100,200,9,203,2116.2932006883066,33.0,2545.7818031424817
knapsack,RHC,100,800,9,803,2522.571906646892,404.0,2536.0739204784722
knapsack,SA55,100,300,8,303,2255.0812952080873,104.0,2545.7818031424817
knapsack,SA55,100,300,3,303,2200.295070766534,90.0,2545.7818031424817
knapsack,SA55,100,400,1,403,2298.77802996034,154.0,2545.7818031424817
knapsack,SA55,100,500,2,503,2429.56768969753,177.0,2545.7818031424817
knapsack,SA55,100,700,7,703,2545.7818031424817,17.0,2545.7818031424817
knapsack,SA55,100,500,6,503,2442.302117194971,185.0,2545.7818031424817
knapsack,SA55,100,800,3,803,2514.3069475216794,22.0,2545.7818031424817
knapsack,SA55,100,600,2,603,2512.5003663499656,171.0,2545.7818031424817
knapsack,SA55,100,700,6,703,2477.4548143274565,24.0,2545.7818031424817
knapsack,SA55,100,700,9,703,2529.946925733983,34.0,2545.7818031424817
knapsack,SA55,100,400,7,403,2379.2514509082885,197.0,2545.7818031424817
knapsack,RHC,100,900,8,903,2536.0739204784722,463.0,2536.0739204784722
knapsack,SA55,100,800,0,803,2530.957979426666,54.0,2545.7818031424817
knapsack,SA55,100,400,9,403,2312.1104320064965,210.0,2545.7818031424817
knapsack,SA55,100,600,9,603,2491.010597048501,114.0,2545.7818031424817
knapsack,SA55,100,500,1,503,2476.0096595741943,216.0,2545.7818031424817
knapsack,SA55,100,700,5,703,2468.7267597103173,49.0,2545.7818031424817
knapsack,SA55,100,500,5,503,2463.616655280984,215.0,2545.7818031424817
knapsack,SA55,100,400,8,403,2305.614172386502,175.0,2545.7818031424817
knapsack,SA55,100,600,1,603,2481.173478092513,159.0,2545.7818031424817
knapsack,RHC,100,700,3,703,2437.0372624119545,614.0,2536.0739204784722
knapsack,RHC,100,1000,0,1003,2536.0739204784722,488.0,2536.0739204784722
knapsack,RHC,100,800,3,803,2473.5816692999633,533.0,2536.0739204784722
knapsack,SA55,100,400,5,403,2306.531759631298,245.0,2545.7818031424817
knapsack,SA55,100,700,1,703,2489.6184239352306,120.0,2545.7818031424817
knapsack,SA55,100,700,3,703,2522.436956837357,66.0,2545.7818031424817
knapsack,RHC,100,700,6,703,2536.0739204784722,589.0,2536.0739204784722
knapsack,SA55,100,700,4,703,2489.776020103354,79.0,2545.7818031424817
knapsack,SA55,100,700,2,703,2524.8275864805805,140.0,2545.7818031424817
knapsack,SA55,100,600,6,603,2497.4406260231463,249.0,2545.7818031424817
knapsack,SA55,100,500,4,503,2451.2642787178443,230.0,2545.7818031424817
knapsack,SA55,100,600,4,603,2455.761618037114,243.0,2545.7818031424817
knapsack,SA55,100,400,0,403,2349.029083337382,262.0,2545.7818031424817
knapsack,RHC,100,700,9,703,2536.0739204784722,594.0,2536.0739204784722
knapsack,RHC,100,900,7,903,2536.0739204784722,528.0,2536.0739204784722
knapsack,SA55,100,400,4,403,2346.7812325100113,265.0,2545.7818031424817
knapsack,SA55,100,700,8,703,2479.435516623743,82.0,2545.7818031424817
knapsack,SA55,100,800,2,803,2461.231634079981,46.0,2545.7818031424817
knapsack,SA55,100,400,3,403,2297.7814995861613,253.0,2545.7818031424817
knapsack,RHC,100,1000,6,1003,2536.0739204784722,568.0,2536.0739204784722
knapsack,RHC,100,1000,4,1003,2536.0739204784722,542.0,2536.0739204784722
knapsack,RHC,100,900,2,903,2536.0739204784722,563.0,2536.0739204784722
knapsack,SA55,100,400,2,403,2314.4753782538305,296.0,2545.7818031424817
knapsack,RHC,100,800,8,803,2536.0739204784722,593.0,2536.0739204784722
knapsack,SA55,100,600,0,603,2508.1662893887183,305.0,2545.7818031424817
knapsack,SA55,100,700,0,703,2506.0041101650504,216.0,2545.7818031424817
knapsack,SA55,100,1000,6,1003,2545.7818031424817,28.0,2545.7818031424817
knapsack,SA75,100,1,0,4,1224.9692839563552,0.0,2638.6207188466865
knapsack,SA75,100,1,1,4,1334.7014428466493,0.0,2638.6207188466865
knapsack,SA75,100,1,2,4,1138.619488355089,0.0,2638.6207188466865
knapsack,SA75,100,1,3,4,1197.4226697309598,1.0,2638.6207188466865
knapsack,RHC,100,1000,9,1003,2536.0739204784722,568.0,2536.0739204784722
knapsack,SA55,100,400,6,403,2428.424244113978,308.0,2545.7818031424817
knapsack,SA75,100,1,5,4,1211.7870928808059,0.0,2638.6207188466865
knapsack,SA75,100,1,4,4,1363.512755164968,0.0,2638.6207188466865
knapsack,SA55,100,300,1,303,2253.391433812397,170.0,2545.7818031424817
knapsack,SA75,100,1,6,4,1310.9096788724614,0.0,2638.6207188466865
knapsack,SA75,100,1,8,4,1272.084092964655,0.0,2638.6207188466865
knapsack,SA75,100,1,7,4,1254.687344542822,0.0,2638.6207188466865
knapsack,RHC,100,800,2,803,2519.2084885898003,617.0,2536.0739204784722
knapsack,SA75,100,1,9,4,1289.6326231069609,0.0,2638.6207188466865
knapsack,SA75,100,50,1,53,1146.5820039782238,0.0,2638.6207188466865
knapsack,SA75,100,50,0,53,1390.1232426534295,0.0,2638.6207188466865
knapsack,SA55,100,600,5,603,2398.7328433690386,320.0,2545.7818031424817
knapsack,SA75,100,50,2,53,1408.25891632001,0.0,2638.6207188466865
knapsack,SA75,100,50,3,53,1531.2995678601715,0.0,2638.6207188466865
knapsack,SA55,100,500,3,503,2444.356914196509,318.0,2545.7818031424817
knapsack,SA55,100,600,3,603,2496.2618168007634,327.0,2545.7818031424817
knapsack,SA55,100,500,7,503,2372.7437715712244,336.0,2545.7818031424817
knapsack,RHC,100,800,4,803,2536.0739204784722,626.0,2536.0739204784722
knapsack,RHC,100,900,9,903,2536.0739204784722,624.0,2536.0739204784722
knapsack,SA55,100,600,7,603,2460.1830118063017,203.0,2545.7818031424817
knapsack,RHC,100,1000,1,1003,2536.0739204784722,590.0,2536.0739204784722
knapsack,SA55,100,600,8,603,2494.1767726547782,260.0,2545.7818031424817
knapsack,RHC,100,800,1,803,2507.2354293626404,590.0,2536.0739204784722
knapsack,RHC,100,900,4,903,2495.7847399877123,629.0,2536.0739204784722
knapsack,SA75,100,50,4,53,1180.5162460198344,0.0,2638.6207188466865
knapsack,SA75,100,50,5,53,1335.0498657255246,1.0,2638.6207188466865
knapsack,SA75,100,50,7,53,1135.503788815828,0.0,2638.6207188466865
knapsack,SA55,100,500,0,503,2372.7938659556467,273.0,2545.7818031424817
knapsack,SA75,100,50,6,53,1288.2023949130341,1.0,2638.6207188466865
knapsack,SA75,100,50,8,53,1374.3279364456585,0.0,2638.6207188466865
knapsack,SA75,100,50,9,53,1355.9191519362366,1.0,2638.6207188466865
knapsack,SA55,100,500,8,503,2481.790234389249,351.0,2545.7818031424817
knapsack,SA55,100,500,9,503,2487.979397738127,347.0,2545.7818031424817
knapsack,SA75,100,100,0,103,1458.1833180641745,1.0,2638.6207188466865
knapsack,RHC,100,900,1,903,2536.0739204784722,552.0,2536.0739204784722
knapsack,RHC,100,800,5,803,2442.0992564455655,641.0,2536.0739204784722
knapsack,SA75,100,100,3,103,1325.5063929488356,1.0,2638.6207188466865
knapsack,SA75,100,100,1,103,1413.7673562223542,0.0,2638.6207188466865
knapsack,SA75,100,100,5,103,1553.861560352835,1.0,2638.6207188466865
knapsack,SA55,100,1000,9,1003,2502.6359983659586,36.0,2545.7818031424817
knapsack,SA75,100,100,4,103,1698.6780998525173,1.0,2638.6207188466865
knapsack,SA75,100,100,2,103,1566.724548962637,1.0,2638.6207188466865
knapsack,SA55,100,1000,8,1003,2507.282345136964,31.0,2545.7818031424817
knapsack,SA75,100,100,6,103,1558.4092592976106,2.0,2638.6207188466865
knapsack,SA55,100,800,1,803,2468.617450081467,245.0,2545.7818031424817
knapsack,SA55,100,800,4,803,2528.546724097011,187.0,2545.7818031424817
knapsack,SA75,100,150,0,153,1686.1880893834852,4.0,2638.6207188466865
knapsack,SA75,100,150,2,153,1684.1732529395038,3.0,2638.6207188466865
knapsack,SA75,100,150,8,153,1859.207972244318,4.0,2638.6207188466865
knapsack,SA75,100,150,1,153,1833.754018477035,5.0,2638.6207188466865
knapsack,SA75,100,100,7,103,1183.3965268822953,2.0,2638.6207188466865
knapsack,SA75,100,150,3,153,1777.696921613949,19.0,2638.6207188466865
knapsack,SA75,100,200,0,203,1930.771369752345,9.0,2638.6207188466865
knapsack,SA75,100,100,8,103,1523.434526153338,3.0,2638.6207188466865
knapsack,SA75,100,100,9,103,1644.304028931416,2.0,2638.6207188466865
knapsack,SA55,100,300,0,303,2163.144082764921,205.0,2545.7818031424817
knapsack,SA55,100,800,5,803,2545.7818031424817,227.0,2545.7818031424817
knapsack,SA75,100,150,9,153,1917.3839159720685,5.0,2638.6207188466865
knapsack,SA75,100,150,4,153,1790.7156726196622,5.0,2638.6207188466865
knapsack,SA55,100,1000,7,1003,2545.7818031424817,146.0,2545.7818031424817
knapsack,SA75,100,150,6,153,1716.2878020875924,5.0,2638.6207188466865
knapsack,SA55,100,800,7,803,2545.7818031424817,255.0,2545.7818031424817
knapsack,SA75,100,200,1,203,2111.649197805515,5.0,2638.6207188466865
knapsack,SA75,100,200,2,203,1859.0598952126259,5.0,2638.6207188466865
